,As,Cr,Mo,Ni,Sb,Sn,distance,multiplicity
site-1,-0.5485556999997243,-0.12367952999989029,-0.4415918199999851,-0.18368257999975413,-1.2445984999998245,-1.2972039599999334,0.0,1
